Titolo,Review,X,0,1,2,3,4,5,6,7,8,9
Warface,"Before you say that I barely played this game then let me inform you that I played this game when it was in closed beta testing as a browser game about 10 months ago. I just downloaded it to try it now that its on steam to see if there are any big changes and here is what I found.  The game still has the same horrible cash shop as before and I really dislike cash shops like this where you can buy weapons and gear for real money, or you can buy them with ingame credits that takes a while to earn and the weapon only last for about 7 or 14 days (alot of guns are permanent though). The game does have decent balance between all the guns but I still don't like the cash shop system it has and you need to repair weapons.   I play a bunch of different games so I don't have the time to no life in this game for 7 or 14 days and grind. The best kevlar and helmet can only be bought for the co-op currency and only last 14 days. That system really sucks for me since if I buy something that last 14 days but I only play 7 days then I obviously lose on it. I am also not interested in the co-op part of the game.  The cash shop also seems to rotate a few weapons every 2 weeks that are only available for real money and only last 7 days.   The game has very small maps, granted some people might actually like that but I really hate these incredibly small maps where you can spawn and throw a grenade to the enemy spawn, it also just encourages a bunch of nade spamming and camping and spawn killing.  The dedicated / peer 2 peer / lobby server system is a good idea with potential but as it is right now after you play 1 map it takes forever for the next one to start on most servers because people always seem to leave and the host has to start each new match manually it seems but this could be cause the game is in beta. There are also always people that lag in every single match.  The games graphics are not that good on max settings. I know graphics are not everything but when they keep using it as a selling point and even on steam they keep bragging about 'cryteks cry engine' for example this is what it says under features of this game: 'Expect the best – Crytek's trademark quality meets free-to-play gaming' You kinda expect them to deliver but they really don't, this game looks like its from 2008.   So to sum it up: Game has bad cash shop, small maps with nade spam and campers and spawn killing, lobby server system with hosts that is buggy, laggy and slow. Graphics are not as good as they advertise them to be. Overall 'feel' and 'smoothness' of the game is really weird in my opinion and I just don't enjoy it that much. If you play this game then please look at the characters movements and stuff in the game and you'll see how sluggish, weird and awkward everything is.  Keep in mind this is just my opinion of the game, feel free to download the game since its f2p and try it for yourself, I am sure plenty of people will like this game.  Oh for all the people defending the game and saying its in beta, then yeah it is, but its been in beta for like 1 year now and the same problems exist now as they did back then, so to me that is no valid excuse. If you like the game and thats your opinion then good for you, but please stop defending the game by simply saying 'its in beta, what do you expect' bla bla bla.",x,0,0,0,1,0,3,3,0,0,0
Warface,"Horribly balanced an uninspired versus modes, if you're looking to make war on other people's faces, look elsewhere.  The Co-op however is very fun, with easily understood class mechanics and a decidedly old school feel. You might fail a mission a few times, but the game rewards learning encounters, and moves each mission up a difficulty level each day. The missions are cycled out at the top level of difficulty (hardcore) and a new mission enters the rotation at the bottom level (regular)  As free to play models go, there's decent progression to be had, and unlike a lot of similar games you're not forced to rent guns on a timer, but rather your equipped permanent weapons take durability damage. As long as you're consistantly winning at least half of the mission on skilled or higher difficulty, you end up with enough cash to repair your equipped gear and make a profit you can use to buy better stuff.  The shooting mechanics are solid, the guns feel meaty and worthwhile, and the sidearms are accurate and damaging enough to lean on in a pinch (or, if you're a shotgun-toting medic like myself, rely on for long range encounters) There are hard limits for weapon types per class, but the weapons and attachments generally have enough variety that you'll find something that fits your preference in the broad categories of SMG, assault rifle/machine gun, sniper rifle, or shotgun. The attachment system seems a little restrictive, wherin certain weapons can only mount certain attachments from their class (for exampleone shotgun may be able to use all of the shotgun rail attachments, but another may only be able to use two) but the ability to swap out attachments mid-battle gives them a lot of play.  The AI enemies are occasionally hilariously stupid, but generally present a decent threat which scales with difficulty level, and the game is not afraid to just spam you with hordes of faces to war on. The boss battles, which generally come in the flavors of heavy suit guy, giant walking mech, or helicopter are designed well enough that they feel fresh when moved to different environments as missions cycle.  For players that want to go above and beyond, there are certain secondary targets in each mission that reward speedruns and flashy kills/killstreaks with a special currency called crowns at the end. Crowns will allow you to rent some extremely powerful and flashy gear for a limited time, or throw them at a random box that has a change of giving a random crown rental, or a permanent (balanced) gun that is very good. This crown system is where I find most of the replayability, constantly trying to form teams capable of hiting the highest speedrun target time or putting together all-knife runs to try and hit the kill score target or whatever.  There are certain glitches and exploits found in missions now and then, but they tend to be the exception rather than the norm, which was a concern I had when researching the game. It's quite solid aside from the occasional getting stuck or random guy figuring out how to glitch a mission and whining because everyone else isn't using the glitch.  All in all, if you're a fan of co-op shooters and don't mind a pretty bland visual experience of soldiers shooting other soldiers, you'll probably have a lot of fun with warface, and I heartily reccommend it.",x,0,0,0,2,0,3,0,2,3,0
Warframe,Everytime I come back after not playing the game for a while I am amazed by how many things got added and changed for the better. Definitely among the best free to play games on steam.,x,0,0,0,3,0,0,0,0,0,0
Warframe,"Besides TF2, this is the best freee to play game. EVER!!!!!!!!!!!!!!!!!!!! Beautiful graphices, tons of weapons, blood and gore (but not a lot for the squimesh), and I could go on. A great game, and free.",x,0,1,0,3,0,0,0,0,0,0
Warframe,"Warframe, one of the best Free 2 Play games on steam. That features a new way to play a ninja alien.  Pros: Great graphics Great community Great design  AWESOME GAMEPLAY Lots of updates/patches Devs do care Freee  Cons: Story Repetitve Sometimes boring PvP is P2P (i think)",x,0,0,0,3,0,2,0,0,0,0
Warframe,"so let me start this off with me saying , HoLy ♥♥♥♥ this game is proberly the best free to play - pay to win - not so pay to win game.   i put 1002 minutes thats 16.7 hours stright on this game. just farming and messing around with mates trying to get things we wanted and people tend not to like this game because the whole game is a grind. yes. yes it is. but it does is in some of the best ways. there are many many tenno that are in this game with unique abilitys and they even add the odd new frames in aswell as some primed verisons of them that are better in many aspects and its really rewarding when you get that one peice of equiptment you have been looking for its a amazing feeling  pros :   great graphics ( for a free to play ) you dont need amazing specs for this game amazing sword play  great customisation ( with plat ill get into later ) many different frames to choose loads and loads of guns  creat combonations with weapons  amazing comunity - i have an into one, ONE semi salty person. in my 111 hours ( ill get into this ) massive comunity  always someone to play with  FREE TO PLAY devs are always hot fixing sometimes everyday    cons:   if your looking for a story this kinda does kinda doesnt have one some people try and scam you on the maket ( you can correct them and they nigotiate ) some aspects its pay to win if you always want to look amazing or cheat your way around crafting  thats honestly about it   platinum. :   this is the in game sorce of currency that you can buy for reasonibly cheep and can get dicounts BUT, but if you get good prime parts say like the nikana prime blue print its worth 40ish plat ( thats quite a bit ) and so on some parts are worth hundreds   the community : the community is amazing in this me and my friend wanted to do a void mission and we said we dident have keys and they used there keys on us ( you need keys to play void missions ) and they helped us get what we wanted because we had the same goal.    this is a game you can easly get lost in i once spent longer then 16 hours stright in this game. and i dident even feel like it - but you need someone to play this with if you dont it can get very boring and lack luster quickly but you can always go on the recuiting tap on chat to find people and they dont kick you out for being a low level witch is always a + so thats amazing. and there is always people willing to help you out just pm them and there in. when you first start they dont give you alot of insruction what to do so i would suggest asking someone to teach you some basics like i did or add me @ pew.pew and ill try and help out also check the wiki i use that alot too   but this is a over all great game great to play with friends and a amazing comunity i feel sorry for all the mac users that cant play this",x,0,0,0,3,0,3,0,0,0,0
Wasteland 2,"Know what your money is going to buy you:   -A character with 1 strength attribute can break down doors. (Attributes have no bearing on skills. This is for me the single biggest fail I've ever witnessed in RPG(ish) gaming history)  -Very repetitive despite their best efforts to install a nice story. Some of the characters are fun but ultimately you aren't playing this game to meet these people (if that's your cup of cake I suggest you stream funny videos on youtube, there are plenty more funny people there than in this game). When you are outside of those (rare) fun events, pretty much everything is the same, sure there are a variety of creatures to pummel but they are all similar; you point your gun and you shoot at them...   -The skills in this game were designed by someone who has no skill in gaming; It seems to me that they wanted to advertise 'X' number of skills (haven't counted them) during their marketting campaign so instead of making interesting skills they give you: The Toaster skill, this skill does absolutely nothing but repair toasters and to your surprise there always seem to be items on said toasters.. Ofcourse you also have lockpick which opens chest which has items in them, computer skill which opens chests which have items in them, the safe cracking skill which.... you guessed it, opens chests that have items in them... Oh and my favorite skill of all? The demolisions skill, cause you know, EVERY trap in the game has an explosive tied to it...   -Character design (cosmetics) is as dull as you'd expect from a game designed in 2000.  +Weapons: A great deal of variety. Nothing bad to say here.  +/- (I think the - beats the + here but I'll let you dudge)World map: A fantastic concept, works great with one exception: Every 'Random' encounter is the same depending on the zone you are in. Seems to me that they created roughly 10 random encounters of 10 different levels and spread them out so you'd always fall on the same one depending on what level they figured you'd be by the time you got there. In order words; Exploring is out of the question, you'll get owned unless you follow the story.   I was a fan of this game from Wastelands 1 and refused to Beta test this game before release because I often find myself ruining the experience by playing an unfinished game. Well this game is finished, didn't crash once, it's just so poorly made (from an Tactical RPG perspective) that I feel robbed. Buy this game at your own risk but I'd be surprised if anyone puts in more than 20 hours before quiting.",x,0,0,0,0,0,0,0,0,2,0
Weather Lord: The Successor's Path,"Weather Lord: The Successor's Path is a casual action puzzle game with a time attack element. Game play is very similar to Rescue Team 1 (by the same publisher 'BUKA Entertainment'). Your uncle has lost a sacred heirloom which has the ability to control the weather. You are required to assist with rescue and repair missions across the lands as you build houses, sawmills, lumber mills, foundries and other buildings. Along the way you will train or rescue workers to assist you. You will train brave knights to kill monsters and send workers to destroy monster lairs.   There are treasure chests which require keys, temples that need repair and mechanical devices that need to be repaired before rescuing innocent victims. Along the way to expanding your search in the kingdom you will meet a variety of beasts and challenges. You even have to bribe toads to allow you safe passage!  The art style is cartoon like and has a cute factor. The game plays perfectly at full HD 1080p resolutions.  The music is soft rock 'laid back' midi sequenced. Although repetitive sound loops are used the music is unobtrusive and pleasant easy listening. In game sounds are soft clinks and chinks and somewhat understated :)  Game play is fun and simple and gradually eases the player into more complex puzzle scenarios. Players can re-select any previously completed stage should they feel they could improve on their score or time performance. Completing all the objectives except one and ignoring the time restraint, the player can use workers to collect additional resources or just adopt a lazy sandbox approach but to get a good score players will need to beat the timer bar at the top right of the screen.  This game will appeal to young children and to adults who enjoy casual games. There is only low key cartoon fighting with no blood or gore, so the game is family friendly. This game and 'Rescue Team 1' as well as 'The Promised Land' would be great first additions to a young players game library.  Weather Lord: The Successor's Path will provide many hours of stress free casual gaming and leave the player feeling relaxed and happy. The game is extremely well thought out and almost bug free (unlike some disappointing AAA titles). The game did crash and lock up while attempting to take a screenshot as a level was completed, but progress had been saved automatically making it possible to resume play at next start up.  The biggest benefit of this game is the small file size (under 180Mb) which is small even compared to patches or updates of many games. So if you are one of the laptop casual gamers pressed for space this is the game for you!  This game is less complex and less demanding than 'The Promised Land' but is fun to play.  Weather Lord: The Successor's Path automatically tracks progress of each player name registered and so there is no need for a Game Save feature. This is a great benefit as a player can easily resume from where they were the next time they open the game without having to remember to save.  Weather Lord: The Successor's Path is a great casual time-waster and at the price is good value for money (especially if it is on discount). A fun game especially for the younger gamer age 4 to 10 but parents will need to accompany the child if the child's reading skill is not up to scratch yet.  6.2 / 10",x,2,0,0,0,3,0,0,0,0,0
XCOM 2,"TL;DR: It's great As the second part of the reboot series of the Original UFO: Enemy Unknown, XCOM 2 is still quite unlike any other game you'd see nowadays. It is a mixture of both a political/economical strategy game and turn based small units tactical combat. The sole fact that it features turn based combat already makes it stand out from most modern game-titles. The game puts you in charge of a resistance movement that fights an alien government that has completely overtaken Earth after your (apparant) defeat in the previous title. As such you are tasked with contacting local resistance cells across the globe and uniting them. Additionally, you need to find out what the aliens are doing and how you can stop their plans on the 'Avatar Project' which is essentially a timer for your campaign, forcing you to take actions. This might sound bad for people who like to take their time and not worry about completion so much, but the game gives you enough tools to set the timer back for quite a bit if you do it right. This can be done by destroying alien facilities dedicated to the project or advancing in the main plot. Even without focusing too much on the 'Avatar Project'( or rather especially if you don't) unless it becomes really necessary when the bar completely fills and you are given about a month to set the progress back somehow, it is only really concerning you early on similiar to the other titles of the series where Panic only really mattered early on.  As for the tactical skirmishes; they retain a simple formula: You have a few soldiers who can perform two actions per turn, such as running or shooting. Wether your soldiers miss or hit an enemy depends on a %hit-chance which gets improved if your soldiers are promoted and thus receive better training or if your enemies do not stand in cover but are exposed. One of the most important things to keep in mind is that killing every alien isn't your primary objective. And while it is tempting to go for as many enemies or rewards as possible you have to keep in mind one thing; You will fail and when you do it will ♥♥♥♥ you off. This however is the essence of XCOM; getting your ♥♥♥ kicked and trying to overcome it somehow.   Now you might be wondering; why the hell does the game assume that we lost during XCOM; Enemy Unknown/Enemy Within? This is mostly due to the rather high difficulty of the game itself which hasn't changed in this title.  If at all, the introduction of turn-timers( or rather limiters as you still have an infinite amount of time to plan a turn) and varying enemy AI has made the game even more difficult. You might be thinking; 'WTF are those timers they don't belong into a TBS-game'! While some people keep arguing that strategies are being limited, it really allows for more variety; the game gives you plenty of tools to battle the timer while still being able to perform different approaches. Even then, in most cases the timers are rather generous and with one exception aren't present in story missions. Dealing with them isn't an issue; and even if you find them annoying and out of place there is a mod that removes or tweaks them in the Workshop.Speaking of which;  This game has integrated mod support and user-friendly ini-files, meaning that modding is quite easy and already being quite well only a few weeks after release, just imagine the possibilities in a few months.  A major issue as of now however, is the flawed optimization of the game. This seems rather weird considering that it has been developed as PC-only. Thus I would suggest waiting a few more weeks until these issues are fixed as there are quite some issues; save corruption on the last mission( which bars you from finishing the game after 20+ hours), poor graphical optimization( which seems to be especially noticable on HIGH END computers) and some bugs( such as seeing enemies through walls/floors) are all rather annoying.  As for the game's story: While XCOM 2 puts a bit more focus on the main story than EU/EW, it still isn't the game's main selling point. Additionally, quite some interesting plot-options have been left out. Just as its predecessor however, it features tons of customization options for all of your soldiers - all kinds of different helmets, armors, haircuts, tatoos, custom biographies, names, looks and even an option to import characters to your friends games and vice versa due to the character pool option. The most interesting part of this is however, that this gives you an extremely strong attachment to your troops and both makes you feel really happy when they get out alive in a hairy situation and really sad when they meet their inevitable fate. As such the game is able to write quite some interesting stories just through its gameplay. This is a rather unique feature that does give the game quite a decent storytelling if you're willing to roleplay it to such an extent. As quite a bit of its story comes from the gameplay, it always feels like a fresh experience to start a new game and beat( or fail) the campaign yet again. Which is something that the game really focuses on.  So is this game good and recommendable? Yes, most definitly, while it still suffers some issues which are hopefully soon taken care of, It is a great deal of fun if you're lucky enough not to run into most of these issues. Just keep in mind that it IS difficult and you will have to put in some effort to become good at it. Additionally, it does differ from most strategy games due to its turn based combat, so keep that in mind. As for the stoy, if you're someone who really likes role-playing multiple characters you might like this game, but if you prefer a well written and extensive story you should look somewhere else. All in all, this is a great game which will only improve with the time to come due to mods. All hail the PC-masterrace and our glorious king Gaben!",x,0,0,0,0,0,0,1,1,3,0
Yesterday,"Interesting story. Not horror or real thrill, but it's fun and interesting. You'd have a good time if you like mistery games.",x,0,0,1,0,0,0,0,0,0,0
